Abreviatura,Valor,id_sistema,data,Sistema
Q PS-SC,7.58,0,2022-04-30,Cantareira
Q EEAB Bir,5.9,1,2022-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-04-30,Alto Tietê
Q Transf Guaió,0.35,1,2022-04-30,Alto Tietê
Q Rev.Capiv.,0,2,2022-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2022-04-30,Guarapiranga
Q RP-RG,0,4,2022-04-30,Rio Grande
Q Guarat.,0.035,5,2022-04-30,Rio Claro
Q PS-SC,7.576,0,2022-05-31,Cantareira
Q EEAB Bir,5.09,1,2022-05-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-05-31,Alto Tietê
Q Transf Guaió,0.24,1,2022-05-31,Alto Tietê
Q Rev.Capiv.,0,2,2022-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2022-05-31,Guarapiranga
Q RP-RG,0,4,2022-05-31,Rio Grande
Q Guarat.,0.232,5,2022-05-31,Rio Claro
Q PS-SC,7.58,0,2022-06-30,Cantareira
Q EEAB Bir,5.32,1,2022-06-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-06-30,Alto Tietê
Q Transf Guaió,0,1,2022-06-30,Alto Tietê
Q Rev.Capiv.,0.204,2,2022-06-30,Guarapiranga
Q Rev.Taquac.,2.2,2,2022-06-30,Guarapiranga
Q RP-RG,0,4,2022-06-30,Rio Grande
Q Guarat.,0.066,5,2022-06-30,Rio Claro
Q PS-SC,7.528,0,2022-07-31,Cantareira
Q EEAB Bir,6.83,1,2022-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-07-31,Alto Tietê
Q Transf Guaió,0,1,2022-07-31,Alto Tietê
Q Rev.Capiv.,0.13,2,2022-07-31,Guarapiranga
Q Rev.Taquac.,3.9,2,2022-07-31,Guarapiranga
Q RP-RG,0,4,2022-07-31,Rio Grande
Q Guarat.,0.266,5,2022-07-31,Rio Claro
Q PS-SC,7.333,0,2022-08-31,Cantareira
Q EEAB Bir,6,1,2022-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-08-31,Alto Tietê
Q Transf Guaió,0,1,2022-08-31,Alto Tietê
Q Rev.Capiv.,0.623,2,2022-08-31,Guarapiranga
Q Rev.Taquac.,3.35,2,2022-08-31,Guarapiranga
Q RP-RG,0,4,2022-08-31,Rio Grande
Q Guarat.,0.238,5,2022-08-31,Rio Claro
Q PS-SC,7.277,0,2022-09-30,Cantareira
Q EEAB Bir,8.8,1,2022-09-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-09-30,Alto Tietê
Q Transf Guaió,0,1,2022-09-30,Alto Tietê
Q Rev.Capiv.,0.855,2,2022-09-30,Guarapiranga
Q Rev.Taquac.,3.7,2,2022-09-30,Guarapiranga
Q RP-RG,0,4,2022-09-30,Rio Grande
Q Guarat.,0.123,5,2022-09-30,Rio Claro
Q PS-SC,7.21,0,2022-10-31,Cantareira
Q EEAB Bir,9.03,1,2022-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-10-31,Alto Tietê
Q Transf Guaió,0,1,2022-10-31,Alto Tietê
Q Rev.Capiv.,0.408,2,2022-10-31,Guarapiranga
Q Rev.Taquac.,3.36,2,2022-10-31,Guarapiranga
Q RP-RG,0,4,2022-10-31,Rio Grande
Q Guarat.,0.234,5,2022-10-31,Rio Claro
Q PS-SC,7.43,0,2022-11-30,Cantareira
Q EEAB Bir,9.042,1,2022-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-11-30,Alto Tietê
Q Transf Guaió,0,1,2022-11-30,Alto Tietê
Q Rev.Capiv.,0,2,2022-11-30,Guarapiranga
Q Rev.Taquac.,0,2,2022-11-30,Guarapiranga
Q RP-RG,0,4,2022-11-30,Rio Grande
Q Guarat.,0.252,5,2022-11-30,Rio Claro
Q PS-SC,0,0,2022-12-31,Cantareira
Q EEAB Bir,8.992,1,2022-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2022-12-31,Alto Tietê
Q Transf Guaió,0,1,2022-12-31,Alto Tietê
Q Rev.Capiv.,0,2,2022-12-31,Guarapiranga
Q Rev.Taquac.,0,2,2022-12-31,Guarapiranga
Q RP-RG,0,4,2022-12-31,Rio Grande
Q Guarat.,0.253,5,2022-12-31,Rio Claro
Q PS-SC,0,0,2023-01-31,Cantareira
Q EEAB Bir,8.245,1,2023-01-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-01-31,Alto Tietê
Q Transf Guaió,0,1,2023-01-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-01-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-01-31,Guarapiranga
Q RP-RG,0,4,2023-01-31,Rio Grande
Q Guarat.,0.229,5,2023-01-31,Rio Claro
Q PS-SC,0,0,2023-02-28,Cantareira
Q EEAB Bir,6.023,1,2023-02-28,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-02-28,Alto Tietê
Q Transf Guaió,0,1,2023-02-28,Alto Tietê
Q Rev.Capiv.,0,2,2023-02-28,Guarapiranga
Q Rev.Taquac.,0,2,2023-02-28,Guarapiranga
Q RP-RG,0,4,2023-02-28,Rio Grande
Q Guarat.,0.236,5,2023-02-28,Rio Claro
Q PS-SC,0,0,2023-03-31,Cantareira
Q EEAB Bir,1.58,1,2023-03-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-03-31,Alto Tietê
Q Transf Guaió,0,1,2023-03-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-03-31,Guarapiranga
Q RP-RG,0,4,2023-03-31,Rio Grande
Q Guarat.,0.015,5,2023-03-31,Rio Claro
Q PS-SC,0,0,2023-04-30,Cantareira
Q EEAB Bir,2.364,1,2023-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-04-30,Alto Tietê
Q Transf Guaió,0,1,2023-04-30,Alto Tietê
Q Rev.Capiv.,0,2,2023-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2023-04-30,Guarapiranga
Q RP-RG,0,4,2023-04-30,Rio Grande
Q Guarat.,0.5,5,2023-04-30,Rio Claro
Q PS-SC,0,0,2023-05-31,Cantareira
Q EEAB Bir,0,1,2023-05-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-05-31,Alto Tietê
Q Transf Guaió,0,1,2023-05-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-05-31,Guarapiranga
Q RP-RG,0,4,2023-05-31,Rio Grande
Q Guarat.,0.398,5,2023-05-31,Rio Claro
Q PS-SC,0,0,2023-06-30,Cantareira
Q EEAB Bir,0,1,2023-06-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-06-30,Alto Tietê
Q Transf Guaió,0,1,2023-06-30,Alto Tietê
Q Rev.Capiv.,0,2,2023-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2023-06-30,Guarapiranga
Q RP-RG,0,4,2023-06-30,Rio Grande
Q Guarat.,0.499,5,2023-06-30,Rio Claro
Q PS-SC,0,0,2023-07-31,Cantareira
Q EEAB Bir,5.938,1,2023-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-07-31,Alto Tietê
Q Transf Guaió,0,1,2023-07-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-07-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-07-31,Guarapiranga
Q RP-RG,0,4,2023-07-31,Rio Grande
Q Guarat.,0.379,5,2023-07-31,Rio Claro
Q PS-SC,0,0,2023-08-31,Cantareira
Q EEAB Bir,7.275,1,2023-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-08-31,Alto Tietê
Q Transf Guaió,0,1,2023-08-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-08-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-08-31,Guarapiranga
Q RP-RG,0,4,2023-08-31,Rio Grande
Q Guarat.,0.496,5,2023-08-31,Rio Claro
Q PS-SC,0,0,2023-09-30,Cantareira
Q EEAB Bir,6.723,1,2023-09-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-09-30,Alto Tietê
Q Transf Guaió,0,1,2023-09-30,Alto Tietê
Q Rev.Capiv.,0,2,2023-09-30,Guarapiranga
Q Rev.Taquac.,0,2,2023-09-30,Guarapiranga
Q RP-RG,0,4,2023-09-30,Rio Grande
Q Guarat.,0.495,5,2023-09-30,Rio Claro
Q PS-SC,0,0,2023-10-31,Cantareira
Q EEAB Bir,4.286,1,2023-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-10-31,Alto Tietê
Q Transf Guaió,0,1,2023-10-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-10-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-10-31,Guarapiranga
Q RP-RG,0,4,2023-10-31,Rio Grande
Q Guarat.,0.493,5,2023-10-31,Rio Claro
Q PS-SC,0,0,2023-11-30,Cantareira
Q EEAB Bir,7.881,1,2023-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-11-30,Alto Tietê
Q Transf Guaió,0,1,2023-11-30,Alto Tietê
Q Rev.Capiv.,0,2,2023-11-30,Guarapiranga
Q Rev.Taquac.,0,2,2023-11-30,Guarapiranga
Q RP-RG,0,4,2023-11-30,Rio Grande
Q Guarat.,0.421,5,2023-11-30,Rio Claro
Q PS-SC,0,0,2023-12-31,Cantareira
Q EEAB Bir,6.13,1,2023-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2023-12-31,Alto Tietê
Q Transf Guaió,0,1,2023-12-31,Alto Tietê
Q Rev.Capiv.,0,2,2023-12-31,Guarapiranga
Q Rev.Taquac.,0,2,2023-12-31,Guarapiranga
Q RP-RG,0,4,2023-12-31,Rio Grande
Q Guarat.,0.425,5,2023-12-31,Rio Claro
Q PS-SC,0,0,2024-01-31,Cantareira
Q EEAB Bir,5.797,1,2024-01-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-01-31,Alto Tietê
Q Transf Guaió,0,1,2024-01-31,Alto Tietê
Q Rev.Capiv.,0,2,2024-01-31,Guarapiranga
Q Rev.Taquac.,0,2,2024-01-31,Guarapiranga
Q RP-RG,0,4,2024-01-31,Rio Grande
Q Guarat.,0.494,5,2024-01-31,Rio Claro
Q PS-SC,0,0,2024-02-29,Cantareira
Q EEAB Bir,8.8,1,2024-02-29,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-02-29,Alto Tietê
Q Transf Guaió,0,1,2024-02-29,Alto Tietê
Q Rev.Capiv.,0,2,2024-02-29,Guarapiranga
Q Rev.Taquac.,0,2,2024-02-29,Guarapiranga
Q RP-RG,0,4,2024-02-29,Rio Grande
Q Guarat.,0.405,5,2024-02-29,Rio Claro
Q PS-SC,0,0,2024-03-31,Cantareira
Q EEAB Bir,8.691,1,2024-03-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-03-31,Alto Tietê
Q Transf Guaió,0,1,2024-03-31,Alto Tietê
Q Rev.Capiv.,0,2,2024-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2024-03-31,Guarapiranga
Q RP-RG,0,4,2024-03-31,Rio Grande
Q Guarat.,0.34,5,2024-03-31,Rio Claro
Q PS-SC,0,0,2024-04-30,Cantareira
Q EEAB Bir,7.904,1,2024-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-04-30,Alto Tietê
Q Transf Guaió,0,1,2024-04-30,Alto Tietê
Q Rev.Capiv.,0,2,2024-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2024-04-30,Guarapiranga
Q RP-RG,0,4,2024-04-30,Rio Grande
Q Guarat.,0.365,5,2024-04-30,Rio Claro
Q PS-SC,7.75,0,2024-05-31,Cantareira
Q EEAB Bir,8.689,1,2024-05-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-05-31,Alto Tietê
Q Transf Guaió,0,1,2024-05-31,Alto Tietê
Q Rev.Capiv.,0,2,2024-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2024-05-31,Guarapiranga
Q RP-RG,0,4,2024-05-31,Rio Grande
Q Guarat.,0.382,5,2024-05-31,Rio Claro
Q PS-SC,7.923,0,2024-06-30,Cantareira
Q EEAB Bir,7.531,1,2024-06-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-06-30,Alto Tietê
Q Transf Guaió,0,1,2024-06-30,Alto Tietê
Q Rev.Capiv.,0,2,2024-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2024-06-30,Guarapiranga
Q RP-RG,0,4,2024-06-30,Rio Grande
Q Guarat.,0.367,5,2024-06-30,Rio Claro
Q PS-SC,7.709,0,2024-07-31,Cantareira
Q EEAB Bir,7.521,1,2024-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-07-31,Alto Tietê
Q Transf Guaió,0,1,2024-07-31,Alto Tietê
Q Rev.Capiv.,1,2,2024-07-31,Guarapiranga
Q Rev.Taquac.,0,2,2024-07-31,Guarapiranga
Q RP-RG,0,4,2024-07-31,Rio Grande
Q Guarat.,0.398,5,2024-07-31,Rio Claro
Q PS-SC,7.76,0,2024-08-31,Cantareira
Q EEAB Bir,6.117,1,2024-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-08-31,Alto Tietê
Q Transf Guaió,0,1,2024-08-31,Alto Tietê
Q Rev.Capiv.,0.137,2,2024-08-31,Guarapiranga
Q Rev.Taquac.,0.677,2,2024-08-31,Guarapiranga
Q RP-RG,0,4,2024-08-31,Rio Grande
Q Guarat.,0.427,5,2024-08-31,Rio Claro
Q PS-SC,7.67,0,2024-09-30,Cantareira
Q EEAB Bir,7.878,1,2024-09-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-09-30,Alto Tietê
Q Transf Guaió,0,1,2024-09-30,Alto Tietê
Q Rev.Capiv.,0.183,2,2024-09-30,Guarapiranga
Q Rev.Taquac.,3.74,2,2024-09-30,Guarapiranga
Q RP-RG,0,4,2024-09-30,Rio Grande
Q Guarat.,0.433,5,2024-09-30,Rio Claro
Q PS-SC,7.52,0,2024-10-31,Cantareira
Q EEAB Bir,8.414,1,2024-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-10-31,Alto Tietê
Q Transf Guaió,0,1,2024-10-31,Alto Tietê
Q Rev.Capiv.,0.573,2,2024-10-31,Guarapiranga
Q Rev.Taquac.,4.15,2,2024-10-31,Guarapiranga
Q RP-RG,0,4,2024-10-31,Rio Grande
Q Guarat.,0.428,5,2024-10-31,Rio Claro
Q PS-SC,7.44,0,2024-11-30,Cantareira
Q EEAB Bir,8.724,1,2024-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-11-30,Alto Tietê
Q Transf Guaió,0,1,2024-11-30,Alto Tietê
Q Rev.Capiv.,0.502,2,2024-11-30,Guarapiranga
Q Rev.Taquac.,4.2,2,2024-11-30,Guarapiranga
Q RP-RG,0,4,2024-11-30,Rio Grande
Q Guarat.,0.422,5,2024-11-30,Rio Claro
Q PS-SC,7.435,0,2024-12-31,Cantareira
Q EEAB Bir,8.376,1,2024-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2024-12-31,Alto Tietê
Q Transf Guaió,0,1,2024-12-31,Alto Tietê
Q Rev.Capiv.,0.7,2,2024-12-31,Guarapiranga
Q Rev.Taquac.,3.32,2,2024-12-31,Guarapiranga
Q RP-RG,0,4,2024-12-31,Rio Grande
Q Guarat.,0.194,5,2024-12-31,Rio Claro
Q PS-SC,7.366,0,2025-01-31,Cantareira
Q EEAB Bir,7.736,1,2025-01-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2025-01-31,Alto Tietê
Q Transf Guaió,0,1,2025-01-31,Alto Tietê
Q Rev.Capiv.,1,2,2025-01-31,Guarapiranga
Q Rev.Taquac.,3.48,2,2025-01-31,Guarapiranga
Q RP-RG,0,4,2025-01-31,Rio Grande
Q Guarat.,0.368,5,2025-01-31,Rio Claro
Q PS-SC,5.468,0,2025-02-28,Cantareira
Q EEAB Bir,7.564,1,2025-02-28,Alto Tietê
Q RG-Taiaçupeba,0,1,2025-02-28,Alto Tietê
Q Transf Guaió,0,1,2025-02-28,Alto Tietê
Q Rev.Capiv.,0,2,2025-02-28,Guarapiranga
Q Rev.Taquac.,0,2,2025-02-28,Guarapiranga
Q RP-RG,0,4,2025-02-28,Rio Grande
Q Guarat.,0.257,5,2025-02-28,Rio Claro
Q PS-SC,7.13,0,2025-03-01,Cantareira
Q EEAB Bir,8.781,1,2025-03-01,Alto Tietê
Q RG-Taiaçupeba,0,1,2025-03-01,Alto Tietê
Q Transf Guaió,0,1,2025-03-01,Alto Tietê
Q Rev.Capiv.,0,2,2025-03-01,Guarapiranga
Q Rev.Taquac.,0,2,2025-03-01,Guarapiranga
Q RP-RG,0,4,2025-03-01,Rio Grande
Q Guarat.,0.391,5,2025-03-01,Rio Claro
